,Job Title,Company Name,Location,Sector,City,State
2240,QC Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2241,Video Codec Scientist,"Kuaishou Technology
4.6","San Diego, CA",Information Technology,San Diego, California
2242,Sr. Data Scientist,"VIA Technical
4.0","San Diego, CA",Business Services,San Diego, California
2243,QC Associate Scientist,"BioDuro
3.2","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2244,"Scientist, Histology","Arrowhead Pharmaceuticals
3.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2245,Analytical/QC Scientist,LATITUDE Pharmaceuticals,"San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2246,Senior Consulting Data Analyst,"Kaiser Permanente
4.0","San Diego, CA",Health Care,San Diego, California
2247,Research Scientist-Medicinal Chemistry,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2248,Data Analyst,"Staffigo Technical Services, LLC
5.0","San Diego, CA",Information Technology,San Diego, California
2249,Jr. Big Data Engineer,"Enhance IT
2.7","San Diego, CA",-1,San Diego, California
2250,Business Data Analyst (SQL / Tableau),"Sayva Solutions
4.8","San Diego, CA",Business Services,San Diego, California
2251,Data Analyst,"Tandem Diabetes Care
3.6","San Diego, CA",Manufacturing,San Diego, California
2252,Data Engineer,"StepStone
3.8","La Jolla, CA",Business Services,La Jolla, California
2253,Senior Scientist (REPOSTED 07/13/2020),"Encodia, Inc.","San Diego, CA",-1,San Diego, California
2254,Senior Data Analyst,"Epsilon
3.4","San Diego, CA",Business Services,San Diego, California
2255,COMPUTER SCIENTIST,"U.S. Navy
3.8","San Diego, CA",Government,San Diego, California
2256,Business Intelligence Analyst,"DFO Global Performance Commerce Limited
4.5","San Diego, CA",Business Services,San Diego, California
2257,Data Analyst,Operation Samahan Health Clinic,"National City, CA",-1,National City, California
2258,Computer Scientist,"Peraton Corporation
3.5","San Diego, CA",Aerospace & Defense,San Diego, California
2259,Data Engineer,"SmartDrive Systems
3.3","San Diego, CA",Information Technology,San Diego, California
2260,Data Analyst - VerityStream,"HealthStream
3.0","San Diego, CA",Education,San Diego, California
2261,Research Scientist,Expesicor,"San Diego, CA",-1,San Diego, California
2262,Research Scientist-Structural Biology,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2263,"Data Scientist 2 (Tableau Statistics (IT Portfolio), Predictive Analysis & Visualization)","PSI Pax
4.1","San Diego, CA",Information Technology,San Diego, California
2264,Machine Learning Engineer,"SVK Technology Solutions Inc
5.0","San Diego, CA",-1,San Diego, California
2265,Data Engineer-SQL-PLSQL-HANA,"ServiceNow, Inc.
3.7","San Diego, CA",Information Technology,San Diego, California
2266,"Scientist, Discover Biology","Kelly
3.4","San Diego, CA",Business Services,San Diego, California
2267,Data Engineer,"Logic Planet
3.1","San Diego, CA",Information Technology,San Diego, California
2268,Clinical Laboratory Scientist - Data Review,"Millennium Health
3.0","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2269,"Scientist/Associate Scientist, Translational Science","Fate Therapeutics
4.2","San Diego, CA",Accounting & Legal,San Diego, California
2270,Bioinformatics Scientist - Cancer Biology/Genomics,Bluestar Genomics,"San Diego, CA",-1,San Diego, California
2271,"Scientist / Associate Scientist, Translational Science","Fate Therapeutics, Inc.
4.2","San Diego, CA",Accounting & Legal,San Diego, California
2272,Bioinformatics Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2273,"Assistant, Associate, or Full Research Scientist (FY 19-20)","UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2274,Data Engineer,"HFE, Inc
5.0","San Diego, CA",-1,San Diego, California
2275,Analytical Development Associate Scientist,"BioDuro
3.2","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2276,"Director, Data Partnering, Informatics and Predictive Sciences – Enterprise Information Management","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2277,Automotive eCommerce Data Analyst - Remote,"Web Shop Manager
4.2","San Diego, CA",Information Technology,San Diego, California
2278,Cybersecurity Engineer - Analytics and Data Science,"MITRE
3.2","San Diego, CA",Government,San Diego, California
2279,Computer Research Scientist,"TuSimple
3.6","San Diego, CA",Information Technology,San Diego, California
2280,Data Engineer,"CYNET SYSTEMS
4.0","San Diego, CA",Information Technology,San Diego, California
2281,Data Engineer SQL-PLSQL-HANA,"ServiceNow
3.7","San Diego, CA",Information Technology,San Diego, California
2282,Bioinformatics Scientist,"Monoceros Biosystems, LLC","San Diego, CA",-1,San Diego, California
2283,Senior Machine Learning Engineer,"Shield AI
4.8","San Diego, CA",Information Technology,San Diego, California
2284,"Principal Scientist, Early Development Predictive Sciences, Oncology","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2285,Data Engineer,"Curemetrix
4.0","San Diego, CA",-1,San Diego, California
2286,Molecular Researcher and Data Analyst,"UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2287,(CLS) Clinical Lab Scientist - Microbiology,"UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2288,Data Analyst III,"Potomac Management
3.5","San Diego, CA",-1,San Diego, California
2289,Scientist - Cell Culture Development,"Sorrento Therapeutics
2.9","San Diego, CA",-1,San Diego, California
2290,"Data Scientist 3 (Tableau - Statistics (Fleet Readiness), Tableau - Statistics (IT Portfolio), Predi","PSI Pax
4.1","San Diego, CA",Information Technology,San Diego, California
2291,Data Engineer,"Axos Bank
3.4","San Diego, CA",Finance,San Diego, California
2292,"Data Analyst 3 (San Diego or Atlanta, GA)","BD
3.6","San Diego, CA",Manufacturing,San Diego, California
2293,Data & Business Intelligence Analyst,"The Rock Church
5.0","San Diego, CA",-1,San Diego, California
2294,Downstream Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2295,Scientist - Ophthalmology,"Absorption Systems
3.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2296,Data Engineer and Visualization Developer,"IDC Technologies
3.8","San Diego, CA",Information Technology,San Diego, California
2297,"Principal Scientist, Machine Learning","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2298,#105054 (CLS) Clinical Lab Scientist - Microbiology,"UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2299,"Temporary Research Scientist, Medicinal Chemistry",Vertex Pharmaceuticals Inc (US),"San Diego, CA",-1,San Diego, California
2300,Senior Bioprocess Scientist - Fermentation,Pave Talent,"San Diego, CA",-1,San Diego, California
2301,Bioinformatics Scientist,Element Biosciences,"San Diego, CA",-1,San Diego, California
2302,"Data Labelling, Data Science, Data Curation, and Software QA Role","FaceTec, Inc.","San Diego, CA",Information Technology,San Diego, California
2303,EUV Staff Systems Scientist,"ASML
3.6","San Diego, CA",Manufacturing,San Diego, California
2304,Sr. Data Analyst,"Housecall Pro
4.6","San Diego, CA",Information Technology,San Diego, California
2305,Fleet Optimization Data Analyst (Solar + Storage),"Stem
3.2","San Diego, CA","Oil, Gas, Energy & Utilities",San Diego, California
2306,"Scientist, In vivo","Cypress HCM
4.9","San Diego, CA",Business Services,San Diego, California
2307,SWRMC Assessments Junior Data Analyst,"Amentum
3.4","San Diego, CA",-1,San Diego, California
2308,"Scientist, Sequencing Biochemistry",Element Biosciences,"San Diego, CA",-1,San Diego, California
2309,"Scientist, Discovery Toxicology","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2310,Sr. Research Scientist II (AD),EPM Scientific,"San Diego, CA",Business Services,San Diego, California
2311,Temporary Lecture - Data Science Program,"UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2312,"Scientist/Associate Scientist, Process Development","Fate Therapeutics
4.2","San Diego, CA",Accounting & Legal,San Diego, California
2313,Jr. Data Engineer,"CliniComp, Intl.
3.8","San Diego, CA",Information Technology,San Diego, California
2314,"Research Scientist, Medicinal Chemistry","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2315,Clinical Research Data Manager,"University of Southern California
4.2","San Diego, CA",Education,San Diego, California
2316,Senior Scientist - Computational Biology,"Leidos
3.5","San Diego, CA",Aerospace & Defense,San Diego, California
2317,Deep Learning Research Scientist / Engineer (Deep Learning & Algorithms),"Samsung Semiconductor, Inc.
3.4","San Diego, CA",Information Technology,San Diego, California
2318,Systems Analyst - Data Integration and ETL process,"Kelly
3.4","San Diego, CA",Business Services,San Diego, California
2319,"Scientist, Cellular Reprogramming and Engineering","Fate Therapeutics, Inc.
4.2","San Diego, CA",Accounting & Legal,San Diego, California
2320,Big Data Engineer,"Inseego
3.8","San Diego, CA",Telecommunications,San Diego, California
2321,Machine Learning Engineer with DevOps(Expertise in CI/CD & Python Programming),"SVK Technology Solutions
5.0","San Diego, CA",-1,San Diego, California
2322,"Scientist, Oncology","BioDuro
3.2","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2323,"Sr. Scientist, DMPK","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2324,Bioinformatics Scientist,Eclipse BioInnovations,"San Diego, CA",-1,San Diego, California
2325,"Lead Scientist, Neurobiology (m/f/d)",ATAI Life Sciences AG,"San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2326,"Scientist, CAR-T","Sorrento Therapeutics
2.9","San Diego, CA",-1,San Diego, California
2327,"Director, Data Sciences, Non Clinical Safety","J&J Family of Companies
4.0","La Jolla, CA",Biotech & Pharmaceuticals,La Jolla, California
2328,"Associate Scientist, In Vivo Pharmacology","Fate Therapeutics, Inc.
4.2","San Diego, CA",Accounting & Legal,San Diego, California
2329,Lead Healthcare/Claims Data Scientist,"Kforce
4.1","San Diego, CA",Business Services,San Diego, California
2330,Data Integration Architect,"Sunrise Systems, Inc.
3.7","San Diego, CA",Information Technology,San Diego, California
2331,Research Scientist - Perovskite Solar Cell,"NanoSD, Inc.","San Diego, CA",-1,San Diego, California
2332,Product Development Scientist - Cell Analysis,"BioLegend
2.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2333,Senior Data Analyst,"Axos Bank
3.4","San Diego, CA",Finance,San Diego, California
2334,Senior Scientist (Molecular Dx Dermatology,"Simply Biotech
4.8","San Diego, CA",-1,San Diego, California
2335,Sr Data Engineer (DBA),"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2336,"Senior Scientist, ADME",Turning Point Therapeutics,"San Diego, CA",-1,San Diego, California
2337,"Temporary Research Scientist, Medicinal Chemistry","Vertex Pharmaceuticals
3.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2338,Data Analyst IV,"Potomac Management
3.5","San Diego, CA",-1,San Diego, California
2339,Data Engineer II,"American Specialty Health Incorporated
2.9","San Diego, CA",Health Care,San Diego, California
2340,Sr Data Engineer-Supply Chain,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2341,Research Scientist — Video Coding Standards,"ByteDance
3.8","San Diego, CA",Information Technology,San Diego, California
2342,"Director, Safety Scientist: 2020",Mirati Therapeutics Inc,"San Diego, CA",-1,San Diego, California
2343,Molecular Researcher and Data Analyst,"University of California - San Diego Medical Centers
3.6","San Diego, CA",Health Care,San Diego, California
2344,"Scientist, Stability Coordination","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2345,Lead Data Engineer/Architect,"Housecall Pro
4.6","San Diego, CA",Information Technology,San Diego, California
2346,Deep Learning Research Scientist / Engineer (Deep Learning Algorithms),"Samsung Electronics America
2.9","San Diego, CA",Information Technology,San Diego, California
2347,Sr. Data Analytics consultant,"Rose International
4.5","San Diego, CA",Business Services,San Diego, California
2348,"Data Analyst 3 (San Diego or Atlanta, GA)","BD (Becton, Dickinson and Company)
4.0","San Diego, CA",-1,San Diego, California
2349,"Sr Scientist, Protein Chemistry",Mirati Therapeutics Inc,"San Diego, CA",-1,San Diego, California
2350,IS Data Architect,"Quidel Corporation
2.6","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2351,Scientist - Bioanalytical Assays,"BioPhase Solutions
4.9","La Jolla, CA",Biotech & Pharmaceuticals,La Jolla, California
2352,HPC Systems and Data Engineer,"University of California
4.2","San Diego, CA",Education,San Diego, California
2353,"Associate Scientist, Analytical Chemistry","BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2354,Data Engineer with SQL,"VLink Inc.
3.8","San Diego, CA",Information Technology,San Diego, California
2355,Aquatic Scientist,"Wood PLC
4.2","San Diego, CA",-1,San Diego, California
2356,In Vitro In Vivo Scientist,"DTx Pharma, Inc","San Diego, CA",-1,San Diego, California
2357,Computer Scientist,Advanced Sciences and Technologies (AS&T),"San Diego, CA",-1,San Diego, California
2358,Research Scientist - In Vitro PK / Oncology,"Kelly
3.4","San Diego, CA",Business Services,San Diego, California
2359,Quantitative Analytics Consultant,"1798, LLC
3.1","La Jolla, CA",Business Services,La Jolla, California
2360,Data Analyst 3,"BD (Becton, Dickinson and Company)
4.0","San Diego, CA",-1,San Diego, California
2361,"Data Engineer AWS, ETL, Python - San Diego, CA (remote for now","PRIMUS Global Services, Inc
3.7","San Diego, CA",Business Services,San Diego, California
2362,Data Analyst Junior,"Staffigo Technical Services, LLC
5.0","San Diego, CA",Information Technology,San Diego, California
2363,Scientist (Chemistry),"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2364,Data Analyst - VerityStream,"Verity, A HealthStream Company
4.1","San Diego, CA",Information Technology,San Diego, California
2365,"Senior Scientist/Engineer, Process Development","Poseida Therapeutics
4.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2366,Automotive eCommerce Data Analyst,"Web Shop Manager
4.2","San Diego, CA",Information Technology,San Diego, California
2367,Data Architect / Engineer,AbleForce,"San Diego, CA",-1,San Diego, California
2368,"Principal Scientist, Chemical Development","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2369,Scientist – System Integration,Element Biosciences,"San Diego, CA",-1,San Diego, California
2370,Data Architect / Engineer,"AbleForce, Inc.","San Diego, CA",-1,San Diego, California
2371,"Senior Scientist/Engineer, Early Stage Process Development","Poseida Therapeutics
4.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2372,"Data Scientist 3 (Tableau Statistics (Fleet Readiness), Tableau Statistics (IT Portfolio), Predictive Analysis & Visualization)","PSI Pax
4.1","San Diego, CA",Information Technology,San Diego, California
2373,Senior Data Engineer,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2374,Data Analyst III (Healthcare Analytics),"Interpreta
2.3","San Diego, CA",-1,San Diego, California
2375,#104733 HPC Systems and Data Engineer,"UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2376,"Senior Scientist/Principal Scientist, Molecular and Cellular Biology","Vividion Therapeutics
5.0","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2377,Senior Scientist - CMC Analytical Development,"Takeda
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2378,"Staff Scientist, Molecular Diagnostics","Wondfo USA
3.8","San Diego, CA",-1,San Diego, California
2379,"Principal Scientist, HEOR","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2380,Process Development Scientist/Engineer - MSAT/Process Development,"Poseida Therapeutics
4.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2381,Risk Analytics Manager,"Axos Bank
3.4","San Diego, CA",Finance,San Diego, California
